,Mean Train loss,Last Train loss,Mean Test loss,Last Test loss,Train time callbacks,GCN sizes,LSTM sizes,History (in days),Test Date
0,61.805040675650034,52.34558063248793,57.3731951713562,49.15956810116768,3.7113008585292846,"[4, 4]",[4],6,7 Dec
0,56.01865477388103,47.10285837451617,76.55316038131714,70.17920158803463,4.17643123306334,"[4, 4]",[4],6,8 Dec
0,54.87529041953385,50.46077057719231,78.70011374155679,65.32647411028543,3.792403106112033,"[4, 4]",[4],6,9 Dec
0,57.14359455108642,45.76377289990584,118.58719546000162,116.26418982942899,3.61004425981082,"[4, 4]",[4],6,10 Dec
0,74.4335310695072,64.06515568494797,71.14181137084961,62.35751457512378,4.13276413269341,"[4, 4]",[4],6,11 Dec
0,83.57251023257395,75.73648235801122,67.6509439950404,67.37798307981828,3.6427000360563397,"[4, 4]",[4],6,12 Dec
0,82.48065233815706,72.06229340528017,110.90170465655949,100.47176315165733,3.5903436252847314,"[4, 4]",[4],6,13 Dec
0,88.95042856121842,73.83445952452071,104.47550756931305,75.38884755709897,3.5528459183406085,"[4, 4]",[4],6,14 Dec
0,86.62186213277847,57.67954249582861,57.20607840600221,44.036511630224794,4.109405663097277,"[4, 4]",[4],6,15 Dec
0,86.11551736788014,56.822031076349646,65.85544039892113,52.07420044173689,3.6077644540928304,"[4, 4]",[4],6,16 Dec
